filename,class
SOB_B_A-14-22549CD-400-010.png,0
SOB_B_A-14-22549G-400-010.png,0
SOB_B_A-14-22549AB-400-005.png,0
SOB_B_A-14-22549CD-400-028.png,0
SOB_B_A-14-22549CD-400-020.png,0
SOB_B_A-14-22549G-400-012.png,0
SOB_B_A-14-22549CD-400-017.png,0
SOB_B_A-14-22549AB-400-017.png,0
SOB_B_A-14-22549G-400-026.png,0
SOB_B_A-14-29960CD-400-017.png,0
SOB_B_A-14-22549AB-400-012.png,0
SOB_B_A-14-22549AB-400-018.png,0
SOB_B_A-14-22549CD-400-022.png,0
SOB_B_A-14-22549G-400-014.png,0
SOB_B_A-14-22549AB-400-007.png,0
SOB_B_A-14-22549G-400-008.png,0
SOB_B_A-14-22549AB-400-025.png,0
SOB_B_A-14-22549CD-400-030.png,0
SOB_B_A-14-22549G-400-009.png,0
SOB_B_A-14-22549G-400-017.png,0
SOB_B_A-14-22549G-400-016.png,0
SOB_B_A-14-22549CD-400-001.png,0
SOB_B_A-14-22549AB-400-019.png,0
SOB_B_A-14-22549CD-400-025.png,0
SOB_B_A-14-29960CD-400-005.png,0
SOB_B_A-14-22549AB-400-022.png,0
SOB_B_A-14-22549AB-400-027.png,0
SOB_B_A-14-22549G-400-007.png,0
SOB_B_A-14-29960CD-400-007.png,0
SOB_B_A-14-29960CD-400-009.png,0
SOB_B_A-14-29960CD-400-004.png,0
SOB_B_A-14-22549CD-400-003.png,0
SOB_B_A-14-22549G-400-004.png,0
SOB_B_A-14-22549AB-400-014.png,0
SOB_B_A-14-22549AB-400-030.png,0
SOB_B_A-14-22549CD-400-007.png,0
SOB_B_A-14-22549CD-400-029.png,0
SOB_B_A-14-22549AB-400-029.png,0
SOB_B_A-14-29960CD-400-001.png,0
SOB_B_A-14-22549G-400-023.png,0
SOB_B_A-14-22549CD-400-018.png,0
SOB_B_A-14-22549G-400-028.png,0
SOB_B_A-14-22549CD-400-008.png,0
SOB_B_A-14-29960CD-400-006.png,0
SOB_B_A-14-22549CD-400-024.png,0
SOB_B_A-14-29960CD-400-008.png,0
SOB_B_A-14-22549CD-400-026.png,0
SOB_B_A-14-22549G-400-006.png,0
SOB_B_A-14-22549G-400-020.png,0
SOB_B_A-14-22549G-400-005.png,0
SOB_B_A-14-22549CD-400-004.png,0
SOB_B_A-14-22549G-400-021.png,0
SOB_B_A-14-22549G-400-024.png,0
SOB_B_A-14-22549CD-400-011.png,0
SOB_B_A-14-22549G-400-027.png,0
SOB_B_A-14-22549G-400-003.png,0
SOB_B_A-14-22549CD-400-023.png,0
SOB_B_A-14-22549CD-400-015.png,0
