filename,class
SOB_B_A-14-22549G-200-012.png,0
SOB_B_A-14-22549G-200-005.png,0
SOB_B_A-14-22549CD-200-024.png,0
SOB_B_A-14-22549AB-200-018.png,0
SOB_B_A-14-22549CD-200-021.png,0
SOB_B_A-14-22549AB-200-022.png,0
SOB_B_A-14-22549CD-200-023.png,0
SOB_B_A-14-22549G-200-027.png,0
SOB_B_A-14-22549AB-200-032.png,0
SOB_B_A-14-22549CD-200-027.png,0
SOB_B_A-14-22549AB-200-009.png,0
SOB_B_A-14-22549CD-200-002.png,0
SOB_B_A-14-22549G-200-019.png,0
SOB_B_A-14-22549G-200-013.png,0
SOB_B_A-14-22549CD-200-025.png,0
SOB_B_A-14-22549AB-200-003.png,0
SOB_B_A-14-22549AB-200-012.png,0
SOB_B_A-14-22549G-200-025.png,0
SOB_B_A-14-22549G-200-008.png,0
SOB_B_A-14-29960CD-200-002.png,0
SOB_B_A-14-29960CD-200-009.png,0
SOB_B_A-14-22549CD-200-011.png,0
SOB_B_A-14-22549AB-200-025.png,0
SOB_B_A-14-22549CD-200-006.png,0
SOB_B_A-14-22549AB-200-024.png,0
SOB_B_A-14-22549G-200-001.png,0
SOB_B_A-14-29960CD-200-013.png,0
SOB_B_A-14-22549AB-200-029.png,0
SOB_B_A-14-22549G-200-021.png,0
SOB_B_A-14-29960CD-200-001.png,0
SOB_B_A-14-22549AB-200-017.png,0
SOB_B_A-14-22549AB-200-026.png,0
SOB_B_A-14-22549CD-200-029.png,0
SOB_B_A-14-29960CD-200-007.png,0
SOB_B_A-14-22549CD-200-017.png,0
SOB_B_A-14-22549G-200-007.png,0
SOB_B_A-14-22549AB-200-005.png,0
SOB_B_A-14-29960CD-200-008.png,0
SOB_B_A-14-22549AB-200-013.png,0
SOB_B_A-14-22549G-200-022.png,0
SOB_B_A-14-29960CD-200-006.png,0
SOB_B_A-14-22549G-200-017.png,0
SOB_B_A-14-22549CD-200-015.png,0
SOB_B_A-14-22549CD-200-016.png,0
SOB_B_A-14-22549G-200-032.png,0
SOB_B_A-14-22549CD-200-030.png,0
SOB_B_A-14-22549G-200-026.png,0
SOB_B_A-14-22549AB-200-007.png,0
SOB_B_A-14-29960CD-200-005.png,0
SOB_B_A-14-22549CD-200-001.png,0
SOB_B_A-14-22549G-200-024.png,0
SOB_B_A-14-22549G-200-016.png,0
SOB_B_A-14-22549AB-200-004.png,0
SOB_B_A-14-22549AB-200-031.png,0
SOB_B_A-14-22549AB-200-006.png,0
SOB_B_A-14-29960CD-200-003.png,0
SOB_B_A-14-22549G-200-031.png,0
SOB_B_A-14-22549G-200-004.png,0
SOB_B_A-14-22549G-200-029.png,0
SOB_B_A-14-29960CD-200-014.png,0
SOB_B_A-14-22549AB-200-002.png,0
SOB_B_A-14-29960CD-200-016.png,0
SOB_B_A-14-22549CD-200-031.png,0
SOB_B_A-14-22549CD-200-018.png,0
SOB_B_A-14-22549CD-200-008.png,0
SOB_B_A-14-22549CD-200-026.png,0
SOB_B_A-14-22549AB-200-023.png,0
SOB_B_A-14-29960CD-200-004.png,0
SOB_B_A-14-22549AB-200-020.png,0
SOB_B_A-14-22549G-200-002.png,0
SOB_B_A-14-22549AB-200-028.png,0
SOB_B_A-14-29960CD-200-011.png,0
SOB_B_A-14-22549CD-200-005.png,0
SOB_B_A-14-22549CD-200-020.png,0
SOB_B_A-14-29960CD-200-012.png,0
SOB_B_A-14-22549AB-200-027.png,0
SOB_B_A-14-22549G-200-020.png,0
SOB_B_A-14-22549G-200-018.png,0
SOB_B_A-14-22549AB-200-015.png,0
SOB_B_A-14-22549CD-200-022.png,0
SOB_B_A-14-22549CD-200-010.png,0
SOB_B_A-14-22549CD-200-014.png,0
SOB_B_A-14-22549G-200-011.png,0
SOB_B_A-14-22549AB-200-019.png,0
SOB_B_A-14-22549CD-200-004.png,0
SOB_B_A-14-22549G-200-003.png,0
SOB_B_A-14-22549AB-200-008.png,0
SOB_B_A-14-22549AB-200-030.png,0
SOB_B_A-14-22549CD-200-019.png,0
SOB_B_F-14-21998CD-200-037.png,1
SOB_B_F-14-9133-200-023.png,1
SOB_B_F-14-25197-200-036.png,1
SOB_B_F-14-9133-200-033.png,1
SOB_B_F-14-14134-200-004.png,1
SOB_B_F-14-23060AB-200-007.png,1
SOB_B_F-14-9133-200-007.png,1
SOB_B_F-14-21998EF-200-016.png,1
SOB_B_F-14-25197-200-045.png,1
SOB_B_F-14-21998EF-200-005.png,1
SOB_B_F-14-9133-200-018.png,1
SOB_B_F-14-23060CD-200-010.png,1
SOB_B_F-14-23060AB-200-012.png,1
SOB_B_F-14-14134-200-009.png,1
SOB_B_F-14-21998CD-200-024.png,1
SOB_B_F-14-21998EF-200-022.png,1
SOB_B_F-14-9133-200-020.png,1
SOB_B_F-14-25197-200-051.png,1
SOB_B_F-14-21998EF-200-012.png,1
SOB_B_F-14-14134E-200-017.png,1
SOB_B_F-14-23060AB-200-005.png,1
SOB_B_F-14-23060CD-200-009.png,1
SOB_B_F-14-23222AB-200-004.png,1
SOB_B_F-14-23060CD-200-013.png,1
SOB_B_F-14-23060CD-200-006.png,1
SOB_B_F-14-25197-200-059.png,1
SOB_B_F-14-25197-200-046.png,1
SOB_B_F-14-14134E-200-021.png,1
SOB_B_F-14-9133-200-030.png,1
SOB_B_F-14-9133-200-026.png,1
SOB_B_F-14-21998EF-200-009.png,1
SOB_B_F-14-29960AB-200-005.png,1
SOB_B_F-14-23222AB-200-014.png,1
SOB_B_F-14-21998CD-200-030.png,1
SOB_B_F-14-29960AB-200-014.png,1
SOB_B_F-14-21998EF-200-014.png,1
SOB_B_F-14-25197-200-055.png,1
SOB_B_F-14-21998EF-200-002.png,1
SOB_B_F-14-21998CD-200-009.png,1
SOB_B_F-14-23222AB-200-010.png,1
SOB_B_F-14-29960AB-200-011.png,1
SOB_B_F-14-29960AB-200-013.png,1
SOB_B_F-14-21998EF-200-018.png,1
SOB_B_F-14-14134-200-020.png,1
SOB_B_F-14-21998CD-200-014.png,1
SOB_B_F-14-25197-200-049.png,1
SOB_B_F-14-21998EF-200-003.png,1
SOB_B_F-14-23060AB-200-014.png,1
SOB_B_F-14-14134-200-015.png,1
SOB_B_F-14-23060AB-200-003.png,1
SOB_B_F-14-25197-200-063.png,1
SOB_B_F-14-29960AB-200-012.png,1
SOB_B_F-14-21998CD-200-020.png,1
SOB_B_F-14-14134-200-028.png,1
SOB_B_F-14-23060AB-200-006.png,1
SOB_B_F-14-25197-200-054.png,1
SOB_B_F-14-14134E-200-005.png,1
SOB_B_F-14-21998CD-200-018.png,1
SOB_B_F-14-9133-200-031.png,1
SOB_B_F-14-14134-200-012.png,1
SOB_B_F-14-9133-200-035.png,1
SOB_B_F-14-21998CD-200-008.png,1
SOB_B_F-14-25197-200-057.png,1
SOB_B_F-14-21998CD-200-019.png,1
SOB_B_F-14-9133-200-008.png,1
SOB_B_F-14-29960AB-200-006.png,1
SOB_B_F-14-23222AB-200-006.png,1
SOB_B_F-14-9133-200-036.png,1
SOB_B_F-14-29960AB-200-017.png,1
SOB_B_F-14-21998CD-200-006.png,1
SOB_B_F-14-21998EF-200-004.png,1
SOB_B_F-14-25197-200-043.png,1
SOB_B_F-14-21998CD-200-001.png,1
SOB_B_F-14-21998EF-200-028.png,1
SOB_B_F-14-9133-200-038.png,1
SOB_B_F-14-9133-200-006.png,1
SOB_B_F-14-14134-200-007.png,1
SOB_B_F-14-14134E-200-008.png,1
SOB_B_F-14-14134-200-032.png,1
SOB_B_F-14-14134E-200-006.png,1
SOB_B_F-14-14134E-200-019.png,1
SOB_B_F-14-14134E-200-020.png,1
SOB_B_F-14-9133-200-016.png,1
SOB_B_F-14-25197-200-038.png,1
SOB_B_F-14-25197-200-035.png,1
SOB_B_F-14-14134-200-019.png,1
SOB_B_F-14-29960AB-200-002.png,1
SOB_B_F-14-14134-200-002.png,1
SOB_B_F-14-14134E-200-016.png,1
SOB_B_F-14-23222AB-200-015.png,1
SOB_B_F-14-23060AB-200-002.png,1
SOB_B_F-14-21998CD-200-025.png,1
SOB_B_F-14-9133-200-017.png,1
SOB_B_F-14-21998CD-200-032.png,1
SOB_B_F-14-14134-200-021.png,1
SOB_B_F-14-29960AB-200-018.png,1
SOB_B_F-14-25197-200-034.png,1
SOB_B_F-14-9133-200-014.png,1
SOB_B_F-14-21998EF-200-001.png,1
SOB_B_F-14-9133-200-004.png,1
SOB_B_F-14-14134-200-038.png,1
SOB_B_F-14-25197-200-040.png,1
SOB_B_F-14-21998CD-200-013.png,1
SOB_B_F-14-21998EF-200-006.png,1
SOB_B_F-14-25197-200-053.png,1
SOB_B_F-14-23060CD-200-002.png,1
SOB_B_F-14-29960AB-200-008.png,1
SOB_B_F-14-21998CD-200-022.png,1
SOB_B_F-14-23222AB-200-005.png,1
SOB_B_F-14-14134-200-001.png,1
SOB_B_F-14-21998CD-200-005.png,1
SOB_B_F-14-21998CD-200-028.png,1
SOB_B_F-14-23222AB-200-017.png,1
SOB_B_F-14-23222AB-200-002.png,1
SOB_B_F-14-21998EF-200-026.png,1
SOB_B_F-14-23060CD-200-008.png,1
SOB_B_F-14-23060AB-200-009.png,1
SOB_B_F-14-21998EF-200-023.png,1
SOB_B_F-14-23222AB-200-009.png,1
SOB_B_F-14-9133-200-010.png,1
SOB_B_F-14-21998EF-200-025.png,1
SOB_B_F-14-14134-200-003.png,1
SOB_B_F-14-21998EF-200-011.png,1
SOB_B_F-14-23060AB-200-016.png,1
SOB_B_F-14-14134-200-033.png,1
SOB_B_F-14-21998EF-200-020.png,1
SOB_B_F-14-25197-200-042.png,1
SOB_B_F-14-9133-200-011.png,1
SOB_B_F-14-21998CD-200-016.png,1
SOB_B_F-14-23060AB-200-017.png,1
SOB_B_F-14-23060CD-200-001.png,1
